local;dia;bloque_30min;porcentaje_ventas
LLURIA;VIERNES;14:00:00;0.00820627923771588
LLURIA;VIERNES;14:30:00;0.01004789200855990
LLURIA;VIERNES;15:00:00;0.00929747998078402
LLURIA;VIERNES;15:30:00;0.00890503114583014
LLURIA;VIERNES;16:00:00;0.00816093709829216
LLURIA;VIERNES;16:30:00;0.00750224715861751
LLURIA;VIERNES;17:00:00;0.00552514965530807
LLURIA;VIERNES;17:30:00;0.00470624221677996
LLURIA;VIERNES;18:00:00;0.00402360672700493
LLURIA;VIERNES;18:30:00;0.00423057120463788
LLURIA;VIERNES;19:00:00;0.00461375063108566
LLURIA;VIERNES;19:30:00;0.00500471362693711
LLURIA;VIERNES;20:00:00;0.00555091010598162
LLURIA;VIERNES;20:30:00;0.00585174316500174
LLURIA;VIERNES;21:00:00;0.00632591821307306
LLURIA;VIERNES;21:30:00;0.00627095988497796
LLURIA;VIERNES;22:00:00;0.00698564343075944
LLURIA;VIERNES;22:30:00;0.00657023116763319
LLURIA;VIERNES;23:00:00;0.00577482631184102
LLURIA;VIERNES;23:30:00;0.00000000000000000
LLURIA;SABADO;0:00:00;0.00000000000000000
LLURIA;SABADO;0:30:00;0.00000000000000000
LLURIA;SABADO;1:00:00;0.00000000000000000
LLURIA;SABADO;1:30:00;0.00000000000000000
LLURIA;SABADO;2:00:00;0.00000000000000000
LLURIA;SABADO;2:30:00;0.00000000000000000
LLURIA;SABADO;3:00:00;0.00000000000000000
LLURIA;SABADO;3:30:00;0.00000000000000000
LLURIA;SABADO;4:00:00;0.00000000000000000
LLURIA;SABADO;4:30:00;0.00000000000000000
LLURIA;SABADO;5:00:00;0.00000000000000000
LLURIA;SABADO;5:30:00;0.00000000000000000
LLURIA;SABADO;6:00:00;0.00000000000000000
LLURIA;SABADO;6:30:00;0.00000000000000000
LLURIA;SABADO;7:00:00;0.00000000000000000
LLURIA;SABADO;7:30:00;0.00000000000000000
LLURIA;SABADO;8:00:00;0.00000000000000000
LLURIA;SABADO;8:30:00;0.00000000000000000
LLURIA;SABADO;9:00:00;0.00013452500526728
LLURIA;SABADO;9:30:00;0.00011017292610760
LLURIA;SABADO;10:00:00;0.00007907068603282
LLURIA;SABADO;10:30:00;0.00010068223664658
LLURIA;SABADO;11:00:00;0.00012593556344887
LLURIA;SABADO;11:30:00;0.00021210587376843
LLURIA;SABADO;12:00:00;0.00352738027347019
LLURIA;SABADO;12:30:00;0.00403896889959916
LLURIA;SABADO;13:00:00;0.00673829019615698
LLURIA;SABADO;13:30:00;0.00921135787023827
LLURIA;SABADO;14:00:00;0.01192588634130460
LLURIA;SABADO;14:30:00;0.01460223501938030
LLURIA;SABADO;15:00:00;0.01351168858619630
LLURIA;SABADO;15:30:00;0.01294135700657770
LLURIA;SABADO;16:00:00;0.01185999226366300
LLURIA;SABADO;16:30:00;0.01090274219610290
LLURIA;SABADO;17:00:00;0.00802949849732907
LLURIA;SABADO;17:30:00;0.00683941018165855
LLURIA;SABADO;18:00:00;0.00584736091940804
LLURIA;SABADO;18:30:00;0.00614813484696270
LLURIA;SABADO;19:00:00;0.00670499553324547
LLURIA;SABADO;19:30:00;0.00727316779708353
LLURIA;SABADO;20:00:00;0.00806693522083484
LLURIA;SABADO;20:30:00;0.00850412493442537
LLURIA;SABADO;21:00:00;0.00919322623909353
LLURIA;SABADO;21:30:00;0.00911335730514866
LLURIA;SABADO;22:00:00;0.01015198083843250
LLURIA;SABADO;22:30:00;0.00954827734610453
LLURIA;SABADO;23:00:00;0.00839234447680827
LLURIA;SABADO;23:30:00;0.00465608810683582
LLURIA;DOMINGO;0:00:00;0.00000000000000000
LLURIA;DOMINGO;0:30:00;0.00000000000000000
LLURIA;DOMINGO;1:00:00;0.00000000000000000
LLURIA;DOMINGO;1:30:00;0.00000000000000000
LLURIA;DOMINGO;2:00:00;0.00000000000000000
LLURIA;DOMINGO;2:30:00;0.00000000000000000
LLURIA;DOMINGO;3:00:00;0.00000000000000000
LLURIA;DOMINGO;3:30:00;0.00000000000000000
LLURIA;DOMINGO;4:00:00;0.00000000000000000
LLURIA;DOMINGO;4:30:00;0.00000000000000000
LLURIA;DOMINGO;5:00:00;0.00000000000000000
LLURIA;DOMINGO;5:30:00;0.00000000000000000
LLURIA;DOMINGO;6:00:00;0.00000000000000000
LLURIA;DOMINGO;6:30:00;0.00000000000000000
LLURIA;DOMINGO;7:00:00;0.00000000000000000
LLURIA;DOMINGO;7:30:00;0.00000000000000000
LLURIA;DOMINGO;8:00:00;0.00000000000000000
LLURIA;DOMINGO;8:30:00;0.00000000000000000
LLURIA;DOMINGO;9:00:00;0.00012862313566753
LLURIA;DOMINGO;9:30:00;0.00010533942885542
LLURIA;DOMINGO;10:00:00;0.00007560170361426
LLURIA;DOMINGO;10:30:00;0.00009626511411595
LLURIA;DOMINGO;11:00:00;0.00012041052911069
LLURIA;DOMINGO;11:30:00;0.00020280038289828
LLURIA;DOMINGO;12:00:00;0.00337262734585365
LLURIA;DOMINGO;12:30:00;0.00386177159924962
LLURIA;DOMINGO;13:00:00;0.00644266850126123
LLURIA;DOMINGO;13:30:00;0.00880723796049556
LLURIA;DOMINGO;14:00:00;0.01140267486914790
LLURIA;DOMINGO;14:30:00;0.01396160700544330
LLURIA;DOMINGO;15:00:00;0.01291890493270610
LLURIA;DOMINGO;15:30:00;0.01237359489168430
LLURIA;DOMINGO;16:00:00;0.01133967169088120
LLURIA;DOMINGO;16:30:00;0.01042441801694220
LLURIA;DOMINGO;17:00:00;0.00767722902156546
LLURIA;DOMINGO;17:30:00;0.00653935215935161
LLURIA;DOMINGO;18:00:00;0.00559082599803459
LLURIA;DOMINGO;18:30:00;0.00587840439739801
LLURIA;DOMINGO;19:00:00;0.00641083453897174
LLURIA;DOMINGO;19:30:00;0.00695407999753146
LLURIA;DOMINGO;20:00:00;0.00771302332431879
LLURIA;DOMINGO;20:30:00;0.00813103268794511
LLURIA;DOMINGO;21:00:00;0.00878990179873165
LLURIA;DOMINGO;21:30:00;0.00871353686786991
