Distribución;local;dia;bloque_30min;porcentaje_ventas
glovo&local;SANTA COLOMA;JUEVES;21:00:00;0.008135522
glovo&local;SANTA COLOMA;JUEVES;21:30:00;0.006812122
glovo&local;SANTA COLOMA;JUEVES;22:00:00;0.006389822
glovo&local;SANTA COLOMA;JUEVES;22:30:00;0.00548187
glovo&local;SANTA COLOMA;JUEVES;23:00:00;0.001641708
glovo&local;SANTA COLOMA;JUEVES;23:30:00;0
glovo&local;SANTA COLOMA;VIERNES;0:00:00;0
glovo&local;SANTA COLOMA;VIERNES;0:30:00;0
glovo&local;SANTA COLOMA;VIERNES;1:00:00;0
glovo&local;SANTA COLOMA;VIERNES;1:30:00;0
glovo&local;SANTA COLOMA;VIERNES;2:00:00;0
glovo&local;SANTA COLOMA;VIERNES;2:30:00;0
glovo&local;SANTA COLOMA;VIERNES;3:00:00;0
glovo&local;SANTA COLOMA;VIERNES;3:30:00;0
glovo&local;SANTA COLOMA;VIERNES;4:00:00;0
glovo&local;SANTA COLOMA;VIERNES;4:30:00;0
glovo&local;SANTA COLOMA;VIERNES;5:00:00;0
glovo&local;SANTA COLOMA;VIERNES;5:30:00;0
glovo&local;SANTA COLOMA;VIERNES;6:00:00;0
glovo&local;SANTA COLOMA;VIERNES;6:30:00;0
glovo&local;SANTA COLOMA;VIERNES;7:00:00;0
glovo&local;SANTA COLOMA;VIERNES;7:30:00;0
glovo&local;SANTA COLOMA;VIERNES;8:00:00;0
glovo&local;SANTA COLOMA;VIERNES;8:30:00;0
glovo&local;SANTA COLOMA;VIERNES;9:00:00;0
glovo&local;SANTA COLOMA;VIERNES;9:30:00;0
glovo&local;SANTA COLOMA;VIERNES;10:00:00;0
glovo&local;SANTA COLOMA;VIERNES;10:30:00;0
glovo&local;SANTA COLOMA;VIERNES;11:00:00;0
glovo&local;SANTA COLOMA;VIERNES;11:30:00;0
glovo&local;SANTA COLOMA;VIERNES;12:00:00;0
glovo&local;SANTA COLOMA;VIERNES;12:30:00;0.004593306
glovo&local;SANTA COLOMA;VIERNES;13:00:00;0.0062545
glovo&local;SANTA COLOMA;VIERNES;13:30:00;0.008518813
glovo&local;SANTA COLOMA;VIERNES;14:00:00;0.009260722
glovo&local;SANTA COLOMA;VIERNES;14:30:00;0.008808277
glovo&local;SANTA COLOMA;VIERNES;15:00:00;0.008474217
glovo&local;SANTA COLOMA;VIERNES;15:30:00;0.006970775
glovo&local;SANTA COLOMA;VIERNES;16:00:00;0.006301292
glovo&local;SANTA COLOMA;VIERNES;16:30:00;0.004322352
glovo&local;SANTA COLOMA;VIERNES;17:00:00;0.004245929
glovo&local;SANTA COLOMA;VIERNES;17:30:00;0.00349872
glovo&local;SANTA COLOMA;VIERNES;18:00:00;0.003447385
glovo&local;SANTA COLOMA;VIERNES;18:30:00;0.00388054
glovo&local;SANTA COLOMA;VIERNES;19:00:00;0.004283691
glovo&local;SANTA COLOMA;VIERNES;19:30:00;0.006127899
glovo&local;SANTA COLOMA;VIERNES;20:00:00;0.008526676
glovo&local;SANTA COLOMA;VIERNES;20:30:00;0.008184716
glovo&local;SANTA COLOMA;VIERNES;21:00:00;0.009842082
glovo&local;SANTA COLOMA;VIERNES;21:30:00;0.008241077
glovo&local;SANTA COLOMA;VIERNES;22:00:00;0.007730192
glovo&local;SANTA COLOMA;VIERNES;22:30:00;0.006631782
glovo&local;SANTA COLOMA;VIERNES;23:00:00;0.001986083
glovo&local;SANTA COLOMA;VIERNES;23:30:00;0
glovo&local;SANTA COLOMA;SABADO;0:00:00;0
glovo&local;SANTA COLOMA;SABADO;0:30:00;0
glovo&local;SANTA COLOMA;SABADO;1:00:00;0
glovo&local;SANTA COLOMA;SABADO;1:30:00;0
glovo&local;SANTA COLOMA;SABADO;2:00:00;0
glovo&local;SANTA COLOMA;SABADO;2:30:00;0
glovo&local;SANTA COLOMA;SABADO;3:00:00;0
glovo&local;SANTA COLOMA;SABADO;3:30:00;0
glovo&local;SANTA COLOMA;SABADO;4:00:00;0
glovo&local;SANTA COLOMA;SABADO;4:30:00;0
glovo&local;SANTA COLOMA;SABADO;5:00:00;0
glovo&local;SANTA COLOMA;SABADO;5:30:00;0
glovo&local;SANTA COLOMA;SABADO;6:00:00;0
glovo&local;SANTA COLOMA;SABADO;6:30:00;0
glovo&local;SANTA COLOMA;SABADO;7:00:00;0
glovo&local;SANTA COLOMA;SABADO;7:30:00;0
glovo&local;SANTA COLOMA;SABADO;8:00:00;0
glovo&local;SANTA COLOMA;SABADO;8:30:00;0
glovo&local;SANTA COLOMA;SABADO;9:00:00;0
glovo&local;SANTA COLOMA;SABADO;9:30:00;0
glovo&local;SANTA COLOMA;SABADO;10:00:00;0
glovo&local;SANTA COLOMA;SABADO;10:30:00;0
glovo&local;SANTA COLOMA;SABADO;11:00:00;0
glovo&local;SANTA COLOMA;SABADO;11:30:00;0
glovo&local;SANTA COLOMA;SABADO;12:00:00;0
glovo&local;SANTA COLOMA;SABADO;12:30:00;0.006234485
glovo&local;SANTA COLOMA;SABADO;13:00:00;0.00848922
glovo&local;SANTA COLOMA;SABADO;13:30:00;0.011562566
glovo&local;SANTA COLOMA;SABADO;14:00:00;0.012569558
glovo&local;SANTA COLOMA;SABADO;14:30:00;0.011955456
glovo&local;SANTA COLOMA;SABADO;15:00:00;0.011502037
glovo&local;SANTA COLOMA;SABADO;15:30:00;0.009461418
glovo&local;SANTA COLOMA;SABADO;16:00:00;0.00855273
glovo&local;SANTA COLOMA;SABADO;16:30:00;0.005866719
glovo&local;SANTA COLOMA;SABADO;17:00:00;0.00576299
glovo&local;SANTA COLOMA;SABADO;17:30:00;0.004748805
glovo&local;SANTA COLOMA;SABADO;18:00:00;0.004679128
glovo&local;SANTA COLOMA;SABADO;18:30:00;0.005267048
glovo&local;SANTA COLOMA;SABADO;19:00:00;0.005814245
glovo&local;SANTA COLOMA;SABADO;19:30:00;0.008317385
glovo&local;SANTA COLOMA;SABADO;20:00:00;0.011573239
glovo&local;SANTA COLOMA;SABADO;20:30:00;0.011109097
glovo&local;SANTA COLOMA;SABADO;21:00:00;0.013358636
glovo&local;SANTA COLOMA;SABADO;21:30:00;0.011185596
glovo&local;SANTA COLOMA;SABADO;22:00:00;0.010492173
glovo&local;SANTA COLOMA;SABADO;22:30:00;0.009001304
glovo&local;SANTA COLOMA;SABADO;23:00:00;0.002695707
glovo&local;SANTA COLOMA;SABADO;23:30:00;0
glovo&local;SANTA COLOMA;DOMINGO;0:00:00;0
glovo&local;SANTA COLOMA;DOMINGO;0:30:00;0
glovo&local;SANTA COLOMA;DOMINGO;1:00:00;0
glovo&local;SANTA COLOMA;DOMINGO;1:30:00;0
glovo&local;SANTA COLOMA;DOMINGO;2:00:00;0
glovo&local;SANTA COLOMA;DOMINGO;2:30:00;0
glovo&local;SANTA COLOMA;DOMINGO;3:00:00;0
glovo&local;SANTA COLOMA;DOMINGO;3:30:00;0
glovo&local;SANTA COLOMA;DOMINGO;4:00:00;0
glovo&local;SANTA COLOMA;DOMINGO;4:30:00;0
glovo&local;SANTA COLOMA;DOMINGO;5:00:00;0
glovo&local;SANTA COLOMA;DOMINGO;5:30:00;0
glovo&local;SANTA COLOMA;DOMINGO;6:00:00;0
glovo&local;SANTA COLOMA;DOMINGO;6:30:00;0
glovo&local;SANTA COLOMA;DOMINGO;7:00:00;0
glovo&local;SANTA COLOMA;DOMINGO;7:30:00;0
glovo&local;SANTA COLOMA;DOMINGO;8:00:00;0
glovo&local;SANTA COLOMA;DOMINGO;8:30:00;0
glovo&local;SANTA COLOMA;DOMINGO;9:00:00;0
glovo&local;SANTA COLOMA;DOMINGO;9:30:00;0
glovo&local;SANTA COLOMA;DOMINGO;10:00:00;0
glovo&local;SANTA COLOMA;DOMINGO;10:30:00;0
glovo&local;SANTA COLOMA;DOMINGO;11:00:00;0
glovo&local;SANTA COLOMA;DOMINGO;11:30:00;0
glovo&local;SANTA COLOMA;DOMINGO;12:00:00;0
glovo&local;SANTA COLOMA;DOMINGO;12:30:00;0.006793447
glovo&local;SANTA COLOMA;DOMINGO;13:00:00;0.009250333
glovo&local;SANTA COLOMA;DOMINGO;13:30:00;0.012599225
glovo&local;SANTA COLOMA;DOMINGO;14:00:00;0.0136965
glovo&local;SANTA COLOMA;DOMINGO;14:30:00;0.013027339
glovo&local;SANTA COLOMA;DOMINGO;15:00:00;0.012533269
glovo&local;SANTA COLOMA;DOMINGO;15:30:00;0.010309695
glovo&local;SANTA COLOMA;DOMINGO;16:00:00;0.009319537
glovo&local;SANTA COLOMA;DOMINGO;16:30:00;0.006392708
glovo&local;SANTA COLOMA;DOMINGO;17:00:00;0.006279679
glovo&local;SANTA COLOMA;DOMINGO;17:30:00;0.005174566
glovo&local;SANTA COLOMA;DOMINGO;18:00:00;0.005098643
glovo&local;SANTA COLOMA;DOMINGO;18:30:00;0.005739273
glovo&local;SANTA COLOMA;DOMINGO;19:00:00;0.006335529
glovo&local;SANTA COLOMA;DOMINGO;19:30:00;0.009063092
glovo&local;SANTA COLOMA;DOMINGO;20:00:00;0.012610854
glovo&local;SANTA COLOMA;DOMINGO;20:30:00;0.012105099
glovo&local;SANTA COLOMA;DOMINGO;21:00:00;0.014556324
glovo&local;SANTA COLOMA;DOMINGO;21:30:00;0.012188458
glovo&local;SANTA COLOMA;DOMINGO;22:00:00;0.011432864
glovo&local;SANTA COLOMA;DOMINGO;22:30:00;0.009808329
glovo&local;SANTA COLOMA;DOMINGO;23:00:00;0.002937394
glovo&local;SANTA COLOMA;DOMINGO;23:30:00;0
glovo&local;CORNELLA;LUNES;0:00:00;0
glovo&local;CORNELLA;LUNES;0:30:00;0
glovo&local;CORNELLA;LUNES;1:00:00;0
glovo&local;CORNELLA;LUNES;1:30:00;0
glovo&local;CORNELLA;LUNES;2:00:00;0
glovo&local;CORNELLA;LUNES;2:30:00;0
glovo&local;CORNELLA;LUNES;3:00:00;0
glovo&local;CORNELLA;LUNES;3:30:00;0
glovo&local;CORNELLA;LUNES;4:00:00;0
glovo&local;CORNELLA;LUNES;4:30:00;0
glovo&local;CORNELLA;LUNES;5:00:00;0
glovo&local;CORNELLA;LUNES;5:30:00;0
glovo&local;CORNELLA;LUNES;6:00:00;0
glovo&local;CORNELLA;LUNES;6:30:00;0
glovo&local;CORNELLA;LUNES;7:00:00;0
glovo&local;CORNELLA;LUNES;7:30:00;0
glovo&local;CORNELLA;LUNES;8:00:00;0
glovo&local;CORNELLA;LUNES;8:30:00;0
glovo&local;CORNELLA;LUNES;9:00:00;0
glovo&local;CORNELLA;LUNES;9:30:00;0
glovo&local;CORNELLA;LUNES;10:00:00;0
glovo&local;CORNELLA;LUNES;10:30:00;0
glovo&local;CORNELLA;LUNES;11:00:00;0
glovo&local;CORNELLA;LUNES;11:30:00;0
glovo&local;CORNELLA;LUNES;12:00:00;4.07532E-05
glovo&local;CORNELLA;LUNES;12:30:00;0.002670682
glovo&local;CORNELLA;LUNES;13:00:00;0.004948411
glovo&local;CORNELLA;LUNES;13:30:00;0.005519369
glovo&local;CORNELLA;LUNES;14:00:00;0.006770302
glovo&local;CORNELLA;LUNES;14:30:00;0.007155592
glovo&local;CORNELLA;LUNES;15:00:00;0.007023605
glovo&local;CORNELLA;LUNES;15:30:00;0.006177528
glovo&local;CORNELLA;LUNES;16:00:00;0.005443932
glovo&local;CORNELLA;LUNES;16:30:00;0.004815648
glovo&local;CORNELLA;LUNES;17:00:00;0.002798434
glovo&local;CORNELLA;LUNES;17:30:00;0.003048011
glovo&local;CORNELLA;LUNES;18:00:00;0.002710798
glovo&local;CORNELLA;LUNES;18:30:00;0.003142097
glovo&local;CORNELLA;LUNES;19:00:00;0.003585794
glovo&local;CORNELLA;LUNES;19:30:00;0.004438457
glovo&local;CORNELLA;LUNES;20:00:00;0.006173785
glovo&local;CORNELLA;LUNES;20:30:00;0.006778121
glovo&local;CORNELLA;LUNES;21:00:00;0.007453362
glovo&local;CORNELLA;LUNES;21:30:00;0.007515728
glovo&local;CORNELLA;LUNES;22:00:00;0.006712847
glovo&local;CORNELLA;LUNES;22:30:00;0.005977812
glovo&local;CORNELLA;LUNES;23:00:00;0.002254655
glovo&local;CORNELLA;LUNES;23:30:00;0
glovo&local;CORNELLA;MARTES;0:00:00;0
glovo&local;CORNELLA;MARTES;0:30:00;0
glovo&local;CORNELLA;MARTES;1:00:00;0
glovo&local;CORNELLA;MARTES;1:30:00;0
glovo&local;CORNELLA;MARTES;2:00:00;0
glovo&local;CORNELLA;MARTES;2:30:00;0
glovo&local;CORNELLA;MARTES;3:00:00;0
glovo&local;CORNELLA;MARTES;3:30:00;0
glovo&local;CORNELLA;MARTES;4:00:00;0
glovo&local;CORNELLA;MARTES;4:30:00;0
glovo&local;CORNELLA;MARTES;5:00:00;0
glovo&local;CORNELLA;MARTES;5:30:00;0
glovo&local;CORNELLA;MARTES;6:00:00;0
glovo&local;CORNELLA;MARTES;6:30:00;0
glovo&local;CORNELLA;MARTES;7:00:00;0
glovo&local;CORNELLA;MARTES;7:30:00;0
glovo&local;CORNELLA;MARTES;8:00:00;0
glovo&local;CORNELLA;MARTES;8:30:00;0
glovo&local;CORNELLA;MARTES;9:00:00;0
glovo&local;CORNELLA;MARTES;9:30:00;0
glovo&local;CORNELLA;MARTES;10:00:00;0
glovo&local;CORNELLA;MARTES;10:30:00;0
glovo&local;CORNELLA;MARTES;11:00:00;0
glovo&local;CORNELLA;MARTES;11:30:00;0
glovo&local;CORNELLA;MARTES;12:00:00;4.24779E-05
glovo&local;CORNELLA;MARTES;12:30:00;0.002783708
glovo&local;CORNELLA;MARTES;13:00:00;0.005157832
glovo&local;CORNELLA;MARTES;13:30:00;0.005752954
glovo&local;CORNELLA;MARTES;14:00:00;0.007056828
glovo&local;CORNELLA;MARTES;14:30:00;0.007458423
glovo&local;CORNELLA;MARTES;15:00:00;0.007320851
glovo&local;CORNELLA;MARTES;15:30:00;0.006438967
glovo&local;CORNELLA;MARTES;16:00:00;0.005674325
glovo&local;CORNELLA;MARTES;16:30:00;0.005019451
glovo&local;CORNELLA;MARTES;17:00:00;0.002916867
glovo&local;CORNELLA;MARTES;17:30:00;0.003177006
glovo&local;CORNELLA;MARTES;18:00:00;0.002825521
glovo&local;CORNELLA;MARTES;18:30:00;0.003275073
glovo&local;CORNELLA;MARTES;19:00:00;0.003737548
glovo&local;CORNELLA;MARTES;19:30:00;0.004626297
glovo&local;CORNELLA;MARTES;20:00:00;0.006435065
glovo&local;CORNELLA;MARTES;20:30:00;0.007064977
glovo&local;CORNELLA;MARTES;21:00:00;0.007768795
glovo&local;CORNELLA;MARTES;21:30:00;0.0078338
glovo&local;CORNELLA;MARTES;22:00:00;0.006996941
glovo&local;CORNELLA;MARTES;22:30:00;0.006230798
glovo&local;CORNELLA;MARTES;23:00:00;0.002350074
glovo&local;CORNELLA;MARTES;23:30:00;0
glovo&local;CORNELLA;MIERCOLES;0:00:00;0
glovo&local;CORNELLA;MIERCOLES;0:30:00;0
glovo&local;CORNELLA;MIERCOLES;1:00:00;0
glovo&local;CORNELLA;MIERCOLES;1:30:00;0
glovo&local;CORNELLA;MIERCOLES;2:00:00;0
glovo&local;CORNELLA;MIERCOLES;2:30:00;0
glovo&local;CORNELLA;MIERCOLES;3:00:00;0
glovo&local;CORNELLA;MIERCOLES;3:30:00;0
glovo&local;CORNELLA;MIERCOLES;4:00:00;0
glovo&local;CORNELLA;MIERCOLES;4:30:00;0
glovo&local;CORNELLA;MIERCOLES;5:00:00;0
glovo&local;CORNELLA;MIERCOLES;5:30:00;0
glovo&local;CORNELLA;MIERCOLES;6:00:00;0
glovo&local;CORNELLA;MIERCOLES;6:30:00;0
glovo&local;CORNELLA;MIERCOLES;7:00:00;0
glovo&local;CORNELLA;MIERCOLES;7:30:00;0
glovo&local;CORNELLA;MIERCOLES;8:00:00;0
glovo&local;CORNELLA;MIERCOLES;8:30:00;0
glovo&local;CORNELLA;MIERCOLES;9:00:00;0
glovo&local;CORNELLA;MIERCOLES;9:30:00;0
glovo&local;CORNELLA;MIERCOLES;10:00:00;0
glovo&local;CORNELLA;MIERCOLES;10:30:00;0
glovo&local;CORNELLA;MIERCOLES;11:00:00;0
glovo&local;CORNELLA;MIERCOLES;11:30:00;0
glovo&local;CORNELLA;MIERCOLES;12:00:00;5.09415E-05
glovo&local;CORNELLA;MIERCOLES;12:30:00;0.003338352
glovo&local;CORNELLA;MIERCOLES;13:00:00;0.006185511
glovo&local;CORNELLA;MIERCOLES;13:30:00;0.006899209
glovo&local;CORNELLA;MIERCOLES;14:00:00;0.008462875
glovo&local;CORNELLA;MIERCOLES;14:30:00;0.008944487
glovo&local;CORNELLA;MIERCOLES;15:00:00;0.008779503
glovo&local;CORNELLA;MIERCOLES;15:30:00;0.007721908
glovo&local;CORNELLA;MIERCOLES;16:00:00;0.006804913
glovo&local;CORNELLA;MIERCOLES;16:30:00;0.006019558
glovo&local;CORNELLA;MIERCOLES;17:00:00;0.003498042
glovo&local;CORNELLA;MIERCOLES;17:30:00;0.003810012
glovo&local;CORNELLA;MIERCOLES;18:00:00;0.003388496
glovo&local;CORNELLA;MIERCOLES;18:30:00;0.003927619
glovo&local;CORNELLA;MIERCOLES;19:00:00;0.004482241
glovo&local;CORNELLA;MIERCOLES;19:30:00;0.00554807
glovo&local;CORNELLA;MIERCOLES;20:00:00;0.007717228
glovo&local;CORNELLA;MIERCOLES;20:30:00;0.008472648
glovo&local;CORNELLA;MIERCOLES;21:00:00;0.009316699
glovo&local;CORNELLA;MIERCOLES;21:30:00;0.009394657
glovo&local;CORNELLA;MIERCOLES;22:00:00;0.008391056
glovo&local;CORNELLA;MIERCOLES;22:30:00;0.007472262
glovo&local;CORNELLA;MIERCOLES;23:00:00;0.002818318
glovo&local;CORNELLA;MIERCOLES;23:30:00;0
glovo&local;CORNELLA;JUEVES;0:00:00;0
glovo&local;CORNELLA;JUEVES;0:30:00;0
glovo&local;CORNELLA;JUEVES;1:00:00;0
glovo&local;CORNELLA;JUEVES;1:30:00;0
glovo&local;CORNELLA;JUEVES;2:00:00;0
glovo&local;CORNELLA;JUEVES;2:30:00;0
glovo&local;CORNELLA;JUEVES;3:00:00;0
glovo&local;CORNELLA;JUEVES;3:30:00;0
glovo&local;CORNELLA;JUEVES;4:00:00;0
glovo&local;CORNELLA;JUEVES;4:30:00;0
glovo&local;CORNELLA;JUEVES;5:00:00;0
glovo&local;CORNELLA;JUEVES;5:30:00;0
glovo&local;CORNELLA;JUEVES;6:00:00;0
glovo&local;CORNELLA;JUEVES;6:30:00;0
glovo&local;CORNELLA;JUEVES;7:00:00;0
glovo&local;CORNELLA;JUEVES;7:30:00;0
glovo&local;CORNELLA;JUEVES;8:00:00;0
glovo&local;CORNELLA;JUEVES;8:30:00;0
glovo&local;CORNELLA;JUEVES;9:00:00;0
glovo&local;CORNELLA;JUEVES;9:30:00;0
glovo&local;CORNELLA;JUEVES;10:00:00;0
glovo&local;CORNELLA;JUEVES;10:30:00;0
glovo&local;CORNELLA;JUEVES;11:00:00;0
glovo&local;CORNELLA;JUEVES;11:30:00;0
glovo&local;CORNELLA;JUEVES;12:00:00;4.01599E-05
glovo&local;CORNELLA;JUEVES;12:30:00;0.002631804
glovo&local;CORNELLA;JUEVES;13:00:00;0.004876374
glovo&local;CORNELLA;JUEVES;13:30:00;0.005439021
glovo&local;CORNELLA;JUEVES;14:00:00;0.006671744
glovo&local;CORNELLA;JUEVES;14:30:00;0.007051425
glovo&local;CORNELLA;JUEVES;15:00:00;0.006921359
glovo&local;CORNELLA;JUEVES;15:30:00;0.006087599
glovo&local;CORNELLA;JUEVES;16:00:00;0.005364683
glovo&local;CORNELLA;JUEVES;16:30:00;0.004745545
glovo&local;CORNELLA;JUEVES;17:00:00;0.002757696
glovo&local;CORNELLA;JUEVES;17:30:00;0.00300364
glovo&local;CORNELLA;JUEVES;18:00:00;0.002671336
glovo&local;CORNELLA;JUEVES;18:30:00;0.003096356
glovo&local;CORNELLA;JUEVES;19:00:00;0.003533594
glovo&local;CORNELLA;JUEVES;19:30:00;0.004373845
glovo&local;CORNELLA;JUEVES;20:00:00;0.00608391
glovo&local;CORNELLA;JUEVES;20:30:00;0.006679449
glovo&local;CORNELLA;JUEVES;21:00:00;0.00734486
glovo&local;CORNELLA;JUEVES;21:30:00;0.007406318
glovo&local;CORNELLA;JUEVES;22:00:00;0.006615125
glovo&local;CORNELLA;JUEVES;22:30:00;0.00589079
glovo&local;CORNELLA;JUEVES;23:00:00;0.002221833
glovo&local;CORNELLA;JUEVES;23:30:00;0
glovo&local;CORNELLA;VIERNES;0:00:00;0
glovo&local;CORNELLA;VIERNES;0:30:00;0
glovo&local;CORNELLA;VIERNES;1:00:00;0
glovo&local;CORNELLA;VIERNES;1:30:00;0
glovo&local;CORNELLA;VIERNES;2:00:00;0
glovo&local;CORNELLA;VIERNES;2:30:00;0
glovo&local;CORNELLA;VIERNES;3:00:00;0
glovo&local;CORNELLA;VIERNES;3:30:00;0
glovo&local;CORNELLA;VIERNES;4:00:00;0
glovo&local;CORNELLA;VIERNES;4:30:00;0
glovo&local;CORNELLA;VIERNES;5:00:00;0
glovo&local;CORNELLA;VIERNES;5:30:00;0
glovo&local;CORNELLA;VIERNES;6:00:00;0
glovo&local;CORNELLA;VIERNES;6:30:00;0
glovo&local;CORNELLA;VIERNES;7:00:00;0
glovo&local;CORNELLA;VIERNES;7:30:00;0
glovo&local;CORNELLA;VIERNES;8:00:00;0
glovo&local;CORNELLA;VIERNES;8:30:00;0
glovo&local;CORNELLA;VIERNES;9:00:00;0
glovo&local;CORNELLA;VIERNES;9:30:00;0
glovo&local;CORNELLA;VIERNES;10:00:00;0
glovo&local;CORNELLA;VIERNES;10:30:00;0
glovo&local;CORNELLA;VIERNES;11:00:00;0
glovo&local;CORNELLA;VIERNES;11:30:00;0
glovo&local;CORNELLA;VIERNES;12:00:00;4.96943E-05
glovo&local;CORNELLA;VIERNES;12:30:00;0.00325662
glovo&local;CORNELLA;VIERNES;13:00:00;0.006034073
glovo&local;CORNELLA;VIERNES;13:30:00;0.006730297
glovo&local;CORNELLA;VIERNES;14:00:00;0.00825568
glovo&local;CORNELLA;VIERNES;14:30:00;0.008725501
glovo&local;CORNELLA;VIERNES;15:00:00;0.008564557
glovo&local;CORNELLA;VIERNES;15:30:00;0.007532854
glovo&local;CORNELLA;VIERNES;16:00:00;0.00663831
glovo&local;CORNELLA;VIERNES;16:30:00;0.005872183
glovo&local;CORNELLA;VIERNES;17:00:00;0.0034124
glovo&local;CORNELLA;VIERNES;17:30:00;0.003716733
glovo&local;CORNELLA;VIERNES;18:00:00;0.003305536
glovo&local;CORNELLA;VIERNES;18:30:00;0.00383146
glovo&local;CORNELLA;VIERNES;19:00:00;0.004372503
glovo&local;CORNELLA;VIERNES;19:30:00;0.005412238
glovo&local;CORNELLA;VIERNES;20:00:00;0.007528289
glovo&local;CORNELLA;VIERNES;20:30:00;0.008265215
glovo&local;CORNELLA;VIERNES;21:00:00;0.0090886
glovo&local;CORNELLA;VIERNES;21:30:00;0.00916465
glovo&local;CORNELLA;VIERNES;22:00:00;0.00818562
glovo&local;CORNELLA;VIERNES;22:30:00;0.007289321
glovo&local;CORNELLA;VIERNES;23:00:00;0.002749318
glovo&local;CORNELLA;VIERNES;23:30:00;0
glovo&local;CORNELLA;SABADO;0:00:00;0
glovo&local;CORNELLA;SABADO;0:30:00;0
glovo&local;CORNELLA;SABADO;1:00:00;0
glovo&local;CORNELLA;SABADO;1:30:00;0
glovo&local;CORNELLA;SABADO;2:00:00;0
glovo&local;CORNELLA;SABADO;2:30:00;0
glovo&local;CORNELLA;SABADO;3:00:00;0
glovo&local;CORNELLA;SABADO;3:30:00;0
glovo&local;CORNELLA;SABADO;4:00:00;0
glovo&local;CORNELLA;SABADO;4:30:00;0
glovo&local;CORNELLA;SABADO;5:00:00;0
glovo&local;CORNELLA;SABADO;5:30:00;0
glovo&local;CORNELLA;SABADO;6:00:00;0
glovo&local;CORNELLA;SABADO;6:30:00;0
glovo&local;CORNELLA;SABADO;7:00:00;0
glovo&local;CORNELLA;SABADO;7:30:00;0
glovo&local;CORNELLA;SABADO;8:00:00;0
glovo&local;CORNELLA;SABADO;8:30:00;0
glovo&local;CORNELLA;SABADO;9:00:00;0
glovo&local;CORNELLA;SABADO;9:30:00;0
glovo&local;CORNELLA;SABADO;10:00:00;0
glovo&local;CORNELLA;SABADO;10:30:00;0
glovo&local;CORNELLA;SABADO;11:00:00;0
glovo&local;CORNELLA;SABADO;11:30:00;0
glovo&local;CORNELLA;SABADO;12:00:00;6.6242E-05
glovo&local;CORNELLA;SABADO;12:30:00;0.004341041
glovo&local;CORNELLA;SABADO;13:00:00;0.008043358
glovo&local;CORNELLA;SABADO;13:30:00;0.008971418
glovo&local;CORNELLA;SABADO;14:00:00;0.011004739
glovo&local;CORNELLA;SABADO;14:30:00;0.011631005
glovo&local;CORNELLA;SABADO;15:00:00;0.011416468
glovo&local;CORNELLA;SABADO;15:30:00;0.010041219
glovo&local;CORNELLA;SABADO;16:00:00;0.0088488
glovo&local;CORNELLA;SABADO;16:30:00;0.007827561
glovo&local;CORNELLA;SABADO;17:00:00;0.004548695
glovo&local;CORNELLA;SABADO;17:30:00;0.004954368
glovo&local;CORNELLA;SABADO;18:00:00;0.004406247
glovo&local;CORNELLA;SABADO;18:30:00;0.005107298
glovo&local;CORNELLA;SABADO;19:00:00;0.005828503
glovo&local;CORNELLA;SABADO;19:30:00;0.007214458
glovo&local;CORNELLA;SABADO;20:00:00;0.010035134
glovo&local;CORNELLA;SABADO;20:30:00;0.011017448
glovo&local;CORNELLA;SABADO;21:00:00;0.012115013
glovo&local;CORNELLA;SABADO;21:30:00;0.012216386
glovo&local;CORNELLA;SABADO;22:00:00;0.010911349
glovo&local;CORNELLA;SABADO;22:30:00;0.009716591
glovo&local;CORNELLA;SABADO;23:00:00;0.003664813
glovo&local;CORNELLA;SABADO;23:30:00;0
glovo&local;CORNELLA;DOMINGO;0:00:00;0
glovo&local;CORNELLA;DOMINGO;0:30:00;0
glovo&local;CORNELLA;DOMINGO;1:00:00;0
glovo&local;CORNELLA;DOMINGO;1:30:00;0
glovo&local;CORNELLA;DOMINGO;2:00:00;0
glovo&local;CORNELLA;DOMINGO;2:30:00;0
glovo&local;CORNELLA;DOMINGO;3:00:00;0
glovo&local;CORNELLA;DOMINGO;3:30:00;0
glovo&local;CORNELLA;DOMINGO;4:00:00;0
glovo&local;CORNELLA;DOMINGO;4:30:00;0
glovo&local;CORNELLA;DOMINGO;5:00:00;0
glovo&local;CORNELLA;DOMINGO;5:30:00;0
glovo&local;CORNELLA;DOMINGO;6:00:00;0
glovo&local;CORNELLA;DOMINGO;6:30:00;0
glovo&local;CORNELLA;DOMINGO;7:00:00;0
glovo&local;CORNELLA;DOMINGO;7:30:00;0
glovo&local;CORNELLA;DOMINGO;8:00:00;0
glovo&local;CORNELLA;DOMINGO;8:30:00;0
glovo&local;CORNELLA;DOMINGO;9:00:00;0
glovo&local;CORNELLA;DOMINGO;9:30:00;0
glovo&local;CORNELLA;DOMINGO;10:00:00;0
glovo&local;CORNELLA;DOMINGO;10:30:00;0
glovo&local;CORNELLA;DOMINGO;11:00:00;0
glovo&local;CORNELLA;DOMINGO;11:30:00;0
glovo&local;CORNELLA;DOMINGO;12:00:00;6.98826E-05
glovo&local;CORNELLA;DOMINGO;12:30:00;0.004579624
glovo&local;CORNELLA;DOMINGO;13:00:00;0.00848542
glovo&local;CORNELLA;DOMINGO;13:30:00;0.009464486
glovo&local;CORNELLA;DOMINGO;14:00:00;0.011609558
glovo&local;CORNELLA;DOMINGO;14:30:00;0.012270244
