Distribución;local;dia;bloque_30min;porcentaje_ventas
glovo&local;MERIDIANA;SABADO;3:00:00;0
glovo&local;MERIDIANA;SABADO;3:30:00;0
glovo&local;MERIDIANA;SABADO;4:00:00;0
glovo&local;MERIDIANA;SABADO;4:30:00;0
glovo&local;MERIDIANA;SABADO;5:00:00;0
glovo&local;MERIDIANA;SABADO;5:30:00;0
glovo&local;MERIDIANA;SABADO;6:00:00;0
glovo&local;MERIDIANA;SABADO;6:30:00;0
glovo&local;MERIDIANA;SABADO;7:00:00;0
glovo&local;MERIDIANA;SABADO;7:30:00;0
glovo&local;MERIDIANA;SABADO;8:00:00;0
glovo&local;MERIDIANA;SABADO;8:30:00;0
glovo&local;MERIDIANA;SABADO;9:00:00;0
glovo&local;MERIDIANA;SABADO;9:30:00;0
glovo&local;MERIDIANA;SABADO;10:00:00;0
glovo&local;MERIDIANA;SABADO;10:30:00;0
glovo&local;MERIDIANA;SABADO;11:00:00;0
glovo&local;MERIDIANA;SABADO;11:30:00;0
glovo&local;MERIDIANA;SABADO;12:00:00;0
glovo&local;MERIDIANA;SABADO;12:30:00;0.002077086
glovo&local;MERIDIANA;SABADO;13:00:00;0.007417264
glovo&local;MERIDIANA;SABADO;13:30:00;0.009242876
glovo&local;MERIDIANA;SABADO;14:00:00;0.010020211
glovo&local;MERIDIANA;SABADO;14:30:00;0.010289553
glovo&local;MERIDIANA;SABADO;15:00:00;0.009937015
glovo&local;MERIDIANA;SABADO;15:30:00;0.008896476
glovo&local;MERIDIANA;SABADO;16:00:00;0.007783542
glovo&local;MERIDIANA;SABADO;16:30:00;0.006509869
glovo&local;MERIDIANA;SABADO;17:00:00;0.005752726
glovo&local;MERIDIANA;SABADO;17:30:00;0.004430096
glovo&local;MERIDIANA;SABADO;18:00:00;0.004545398
glovo&local;MERIDIANA;SABADO;18:30:00;0.005546354
glovo&local;MERIDIANA;SABADO;19:00:00;0.006295007
glovo&local;MERIDIANA;SABADO;19:30:00;0.008412492
glovo&local;MERIDIANA;SABADO;20:00:00;0.010655316
glovo&local;MERIDIANA;SABADO;20:30:00;0.011658676
glovo&local;MERIDIANA;SABADO;21:00:00;0.011398439
glovo&local;MERIDIANA;SABADO;21:30:00;0.011690756
glovo&local;MERIDIANA;SABADO;22:00:00;0.010281199
glovo&local;MERIDIANA;SABADO;22:30:00;0.008701856
glovo&local;MERIDIANA;SABADO;23:00:00;0.002547447
glovo&local;MERIDIANA;SABADO;23:30:00;0
glovo&local;MERIDIANA;DOMINGO;0:00:00;0
glovo&local;MERIDIANA;DOMINGO;0:30:00;0
glovo&local;MERIDIANA;DOMINGO;1:00:00;0
glovo&local;MERIDIANA;DOMINGO;1:30:00;0
glovo&local;MERIDIANA;DOMINGO;2:00:00;0
glovo&local;MERIDIANA;DOMINGO;2:30:00;0
glovo&local;MERIDIANA;DOMINGO;3:00:00;0
glovo&local;MERIDIANA;DOMINGO;3:30:00;0
glovo&local;MERIDIANA;DOMINGO;4:00:00;0
glovo&local;MERIDIANA;DOMINGO;4:30:00;0
glovo&local;MERIDIANA;DOMINGO;5:00:00;0
glovo&local;MERIDIANA;DOMINGO;5:30:00;0
glovo&local;MERIDIANA;DOMINGO;6:00:00;0
glovo&local;MERIDIANA;DOMINGO;6:30:00;0
glovo&local;MERIDIANA;DOMINGO;7:00:00;0
glovo&local;MERIDIANA;DOMINGO;7:30:00;0
glovo&local;MERIDIANA;DOMINGO;8:00:00;0
glovo&local;MERIDIANA;DOMINGO;8:30:00;0
glovo&local;MERIDIANA;DOMINGO;9:00:00;0
glovo&local;MERIDIANA;DOMINGO;9:30:00;0
glovo&local;MERIDIANA;DOMINGO;10:00:00;0
glovo&local;MERIDIANA;DOMINGO;10:30:00;0
glovo&local;MERIDIANA;DOMINGO;11:00:00;0
glovo&local;MERIDIANA;DOMINGO;11:30:00;0
glovo&local;MERIDIANA;DOMINGO;12:00:00;0
glovo&local;MERIDIANA;DOMINGO;12:30:00;0.002599432
glovo&local;MERIDIANA;DOMINGO;13:00:00;0.009282558
glovo&local;MERIDIANA;DOMINGO;13:30:00;0.011567276
glovo&local;MERIDIANA;DOMINGO;14:00:00;0.012540096
glovo&local;MERIDIANA;DOMINGO;14:30:00;0.012877171
glovo&local;MERIDIANA;DOMINGO;15:00:00;0.012435977
glovo&local;MERIDIANA;DOMINGO;15:30:00;0.011133763
glovo&local;MERIDIANA;DOMINGO;16:00:00;0.009740948
glovo&local;MERIDIANA;DOMINGO;16:30:00;0.008146971
glovo&local;MERIDIANA;DOMINGO;17:00:00;0.007199423
glovo&local;MERIDIANA;DOMINGO;17:30:00;0.005544177
glovo&local;MERIDIANA;DOMINGO;18:00:00;0.005688475
glovo&local;MERIDIANA;DOMINGO;18:30:00;0.006941152
glovo&local;MERIDIANA;DOMINGO;19:00:00;0.007878077
glovo&local;MERIDIANA;DOMINGO;19:30:00;0.010528067
glovo&local;MERIDIANA;DOMINGO;20:00:00;0.013334917
glovo&local;MERIDIANA;DOMINGO;20:30:00;0.014590601
glovo&local;MERIDIANA;DOMINGO;21:00:00;0.014264919
glovo&local;MERIDIANA;DOMINGO;21:30:00;0.014630748
glovo&local;MERIDIANA;DOMINGO;22:00:00;0.012866716
glovo&local;MERIDIANA;DOMINGO;22:30:00;0.0108902
glovo&local;MERIDIANA;DOMINGO;23:00:00;0.003188079
glovo&local;MERIDIANA;DOMINGO;23:30:00;0
local;LLURIA;LUNES;0:00:00;0
local;LLURIA;LUNES;0:30:00;0
local;LLURIA;LUNES;1:00:00;0
local;LLURIA;LUNES;1:30:00;0
local;LLURIA;LUNES;2:00:00;0
local;LLURIA;LUNES;2:30:00;0
local;LLURIA;LUNES;3:00:00;0
local;LLURIA;LUNES;3:30:00;0
local;LLURIA;LUNES;4:00:00;0
local;LLURIA;LUNES;4:30:00;0
local;LLURIA;LUNES;5:00:00;0
local;LLURIA;LUNES;5:30:00;0
local;LLURIA;LUNES;6:00:00;0
local;LLURIA;LUNES;6:30:00;0
local;LLURIA;LUNES;7:00:00;0
local;LLURIA;LUNES;7:30:00;0
local;LLURIA;LUNES;8:00:00;0
local;LLURIA;LUNES;8:30:00;0
local;LLURIA;LUNES;9:00:00;0
local;LLURIA;LUNES;9:30:00;0
local;LLURIA;LUNES;10:00:00;0
local;LLURIA;LUNES;10:30:00;0
local;LLURIA;LUNES;11:00:00;0
local;LLURIA;LUNES;11:30:00;0
local;LLURIA;LUNES;12:00:00;0.001902699
local;LLURIA;LUNES;12:30:00;0.002162166
local;LLURIA;LUNES;13:00:00;0.003523983
local;LLURIA;LUNES;13:30:00;0.005013274
local;LLURIA;LUNES;14:00:00;0.006317968
local;LLURIA;LUNES;14:30:00;0.007971353
local;LLURIA;LUNES;15:00:00;0.007398289
local;LLURIA;LUNES;15:30:00;0.00689085
local;LLURIA;LUNES;16:00:00;0.006272813
local;LLURIA;LUNES;16:30:00;0.005987483
local;LLURIA;LUNES;17:00:00;0.004486109
local;LLURIA;LUNES;17:30:00;0.003560346
local;LLURIA;LUNES;18:00:00;0.003104199
local;LLURIA;LUNES;18:30:00;0.003367427
local;LLURIA;LUNES;19:00:00;0.003589772
local;LLURIA;LUNES;19:30:00;0.004026756
local;LLURIA;LUNES;20:00:00;0.004301798
local;LLURIA;LUNES;20:30:00;0.004458536
local;LLURIA;LUNES;21:00:00;0.00490768
local;LLURIA;LUNES;21:30:00;0.004961065
local;LLURIA;LUNES;22:00:00;0.00547923
local;LLURIA;LUNES;22:30:00;0.005044895
local;LLURIA;LUNES;23:00:00;0.004510963
local;LLURIA;LUNES;23:30:00;0
local;LLURIA;MARTES;0:00:00;0
local;LLURIA;MARTES;0:30:00;0
local;LLURIA;MARTES;1:00:00;0
local;LLURIA;MARTES;1:30:00;0
local;LLURIA;MARTES;2:00:00;0
local;LLURIA;MARTES;2:30:00;0
local;LLURIA;MARTES;3:00:00;0
local;LLURIA;MARTES;3:30:00;0
local;LLURIA;MARTES;4:00:00;0
local;LLURIA;MARTES;4:30:00;0
local;LLURIA;MARTES;5:00:00;0
local;LLURIA;MARTES;5:30:00;0
local;LLURIA;MARTES;6:00:00;0
local;LLURIA;MARTES;6:30:00;0
local;LLURIA;MARTES;7:00:00;0
local;LLURIA;MARTES;7:30:00;0
local;LLURIA;MARTES;8:00:00;0
local;LLURIA;MARTES;8:30:00;0
local;LLURIA;MARTES;9:00:00;0
local;LLURIA;MARTES;9:30:00;0
local;LLURIA;MARTES;10:00:00;0
local;LLURIA;MARTES;10:30:00;0
local;LLURIA;MARTES;11:00:00;0
local;LLURIA;MARTES;11:30:00;0
local;LLURIA;MARTES;12:00:00;0.001938444
local;LLURIA;MARTES;12:30:00;0.002202785
local;LLURIA;MARTES;13:00:00;0.003590185
local;LLURIA;MARTES;13:30:00;0.005107455
local;LLURIA;MARTES;14:00:00;0.006436659
local;LLURIA;MARTES;14:30:00;0.008121105
local;LLURIA;MARTES;15:00:00;0.007537275
local;LLURIA;MARTES;15:30:00;0.007020303
local;LLURIA;MARTES;16:00:00;0.006390656
local;LLURIA;MARTES;16:30:00;0.006099965
local;LLURIA;MARTES;17:00:00;0.004570387
local;LLURIA;MARTES;17:30:00;0.003627231
local;LLURIA;MARTES;18:00:00;0.003162515
local;LLURIA;MARTES;18:30:00;0.003430689
local;LLURIA;MARTES;19:00:00;0.00365721
local;LLURIA;MARTES;19:30:00;0.004102404
local;LLURIA;MARTES;20:00:00;0.004382613
local;LLURIA;MARTES;20:30:00;0.004542295
local;LLURIA;MARTES;21:00:00;0.004999877
local;LLURIA;MARTES;21:30:00;0.005054265
local;LLURIA;MARTES;22:00:00;0.005582164
local;LLURIA;MARTES;22:30:00;0.00513967
local;LLURIA;MARTES;23:00:00;0.004595707
local;LLURIA;MARTES;23:30:00;0
local;LLURIA;MIERCOLES;0:00:00;0
local;LLURIA;MIERCOLES;0:30:00;0
local;LLURIA;MIERCOLES;1:00:00;0
local;LLURIA;MIERCOLES;1:30:00;0
local;LLURIA;MIERCOLES;2:00:00;0
local;LLURIA;MIERCOLES;2:30:00;0
local;LLURIA;MIERCOLES;3:00:00;0
local;LLURIA;MIERCOLES;3:30:00;0
local;LLURIA;MIERCOLES;4:00:00;0
local;LLURIA;MIERCOLES;4:30:00;0
local;LLURIA;MIERCOLES;5:00:00;0
local;LLURIA;MIERCOLES;5:30:00;0
local;LLURIA;MIERCOLES;6:00:00;0
local;LLURIA;MIERCOLES;6:30:00;0
local;LLURIA;MIERCOLES;7:00:00;0
local;LLURIA;MIERCOLES;7:30:00;0
local;LLURIA;MIERCOLES;8:00:00;0
local;LLURIA;MIERCOLES;8:30:00;0
local;LLURIA;MIERCOLES;9:00:00;0
local;LLURIA;MIERCOLES;9:30:00;0
local;LLURIA;MIERCOLES;10:00:00;0
local;LLURIA;MIERCOLES;10:30:00;0
local;LLURIA;MIERCOLES;11:00:00;0
local;LLURIA;MIERCOLES;11:30:00;0
local;LLURIA;MIERCOLES;12:00:00;0.002114815
local;LLURIA;MIERCOLES;12:30:00;0.002403207
local;LLURIA;MIERCOLES;13:00:00;0.00391684
local;LLURIA;MIERCOLES;13:30:00;0.00557216
local;LLURIA;MIERCOLES;14:00:00;0.007022302
local;LLURIA;MIERCOLES;14:30:00;0.008860009
local;LLURIA;MIERCOLES;15:00:00;0.008223059
local;LLURIA;MIERCOLES;15:30:00;0.00765905
local;LLURIA;MIERCOLES;16:00:00;0.006972114
local;LLURIA;MIERCOLES;16:30:00;0.006654974
local;LLURIA;MIERCOLES;17:00:00;0.004986226
local;LLURIA;MIERCOLES;17:30:00;0.003957257
local;LLURIA;MIERCOLES;18:00:00;0.003450258
local;LLURIA;MIERCOLES;18:30:00;0.003742832
local;LLURIA;MIERCOLES;19:00:00;0.003989964
local;LLURIA;MIERCOLES;19:30:00;0.004475663
local;LLURIA;MIERCOLES;20:00:00;0.004781368
local;LLURIA;MIERCOLES;20:30:00;0.004955578
local;LLURIA;MIERCOLES;21:00:00;0.005454794
local;LLURIA;MIERCOLES;21:30:00;0.005514131
local;LLURIA;MIERCOLES;22:00:00;0.006090061
local;LLURIA;MIERCOLES;22:30:00;0.005607306
local;LLURIA;MIERCOLES;23:00:00;0.005013851
local;LLURIA;MIERCOLES;23:30:00;0
local;LLURIA;JUEVES;0:00:00;0
local;LLURIA;JUEVES;0:30:00;0
local;LLURIA;JUEVES;1:00:00;0
local;LLURIA;JUEVES;1:30:00;0
local;LLURIA;JUEVES;2:00:00;0
local;LLURIA;JUEVES;2:30:00;0
local;LLURIA;JUEVES;3:00:00;0
local;LLURIA;JUEVES;3:30:00;0
local;LLURIA;JUEVES;4:00:00;0
local;LLURIA;JUEVES;4:30:00;0
local;LLURIA;JUEVES;5:00:00;0
local;LLURIA;JUEVES;5:30:00;0
local;LLURIA;JUEVES;6:00:00;0
local;LLURIA;JUEVES;6:30:00;0
local;LLURIA;JUEVES;7:00:00;0
local;LLURIA;JUEVES;7:30:00;0
local;LLURIA;JUEVES;8:00:00;0
local;LLURIA;JUEVES;8:30:00;0
local;LLURIA;JUEVES;9:00:00;0
local;LLURIA;JUEVES;9:30:00;0
local;LLURIA;JUEVES;10:00:00;0
local;LLURIA;JUEVES;10:30:00;0
local;LLURIA;JUEVES;11:00:00;0
local;LLURIA;JUEVES;11:30:00;0
local;LLURIA;JUEVES;12:00:00;0.001815493
local;LLURIA;JUEVES;12:30:00;0.002063068
local;LLURIA;JUEVES;13:00:00;0.003362468
local;LLURIA;JUEVES;13:30:00;0.004783501
local;LLURIA;JUEVES;14:00:00;0.006028397
local;LLURIA;JUEVES;14:30:00;0.007606002
local;LLURIA;JUEVES;15:00:00;0.007059204
local;LLURIA;JUEVES;15:30:00;0.006575022
local;LLURIA;JUEVES;16:00:00;0.005985312
local;LLURIA;JUEVES;16:30:00;0.005713059
local;LLURIA;JUEVES;17:00:00;0.004280498
local;LLURIA;JUEVES;17:30:00;0.003397164
local;LLURIA;JUEVES;18:00:00;0.002961924
local;LLURIA;JUEVES;18:30:00;0.003213088
local;LLURIA;JUEVES;19:00:00;0.003425242
local;LLURIA;JUEVES;19:30:00;0.003842198
local;LLURIA;JUEVES;20:00:00;0.004104634
local;LLURIA;JUEVES;20:30:00;0.004254188
local;LLURIA;JUEVES;21:00:00;0.004682746
local;LLURIA;JUEVES;21:30:00;0.004733685
local;LLURIA;JUEVES;22:00:00;0.005228101
local;LLURIA;JUEVES;22:30:00;0.004813673
local;LLURIA;JUEVES;23:00:00;0.004304212
local;LLURIA;JUEVES;23:30:00;0
local;LLURIA;VIERNES;0:00:00;0
local;LLURIA;VIERNES;0:30:00;0
local;LLURIA;VIERNES;1:00:00;0
local;LLURIA;VIERNES;1:30:00;0
local;LLURIA;VIERNES;2:00:00;0
local;LLURIA;VIERNES;2:30:00;0
local;LLURIA;VIERNES;3:00:00;0
local;LLURIA;VIERNES;3:30:00;0
local;LLURIA;VIERNES;4:00:00;0
local;LLURIA;VIERNES;4:30:00;0
local;LLURIA;VIERNES;5:00:00;0
local;LLURIA;VIERNES;5:30:00;0
local;LLURIA;VIERNES;6:00:00;0
local;LLURIA;VIERNES;6:30:00;0
local;LLURIA;VIERNES;7:00:00;0
local;LLURIA;VIERNES;7:30:00;0
local;LLURIA;VIERNES;8:00:00;0
local;LLURIA;VIERNES;8:30:00;0
local;LLURIA;VIERNES;9:00:00;0
local;LLURIA;VIERNES;9:30:00;0
local;LLURIA;VIERNES;10:00:00;0
local;LLURIA;VIERNES;10:30:00;0
local;LLURIA;VIERNES;11:00:00;0
local;LLURIA;VIERNES;11:30:00;0
local;LLURIA;VIERNES;12:00:00;0.002452069
local;LLURIA;VIERNES;12:30:00;0.002786452
local;LLURIA;VIERNES;13:00:00;0.004541468
local;LLURIA;VIERNES;13:30:00;0.006460766
local;LLURIA;VIERNES;14:00:00;0.008142166
local;LLURIA;VIERNES;14:30:00;0.010272936
local;LLURIA;VIERNES;15:00:00;0.00953441
local;LLURIA;VIERNES;15:30:00;0.008880457
local;LLURIA;VIERNES;16:00:00;0.008083973
local;LLURIA;VIERNES;16:30:00;0.007716259
local;LLURIA;VIERNES;17:00:00;0.005781392
local;LLURIA;VIERNES;17:30:00;0.00458833
local;LLURIA;VIERNES;18:00:00;0.004000479
local;LLURIA;VIERNES;18:30:00;0.004339711
local;LLURIA;VIERNES;19:00:00;0.004626253
local;LLURIA;VIERNES;19:30:00;0.005189408
local;LLURIA;VIERNES;20:00:00;0.005543864
local;LLURIA;VIERNES;20:30:00;0.005745856
local;LLURIA;VIERNES;21:00:00;0.006324683
local;LLURIA;VIERNES;21:30:00;0.006393483
local;LLURIA;VIERNES;22:00:00;0.007061258
local;LLURIA;VIERNES;22:30:00;0.006501516
local;LLURIA;VIERNES;23:00:00;0.005813421
local;LLURIA;VIERNES;23:30:00;0
local;LLURIA;SABADO;0:00:00;0
local;LLURIA;SABADO;0:30:00;0
local;LLURIA;SABADO;1:00:00;0
local;LLURIA;SABADO;1:30:00;0
local;LLURIA;SABADO;2:00:00;0
local;LLURIA;SABADO;2:30:00;0
local;LLURIA;SABADO;3:00:00;0
local;LLURIA;SABADO;3:30:00;0
local;LLURIA;SABADO;4:00:00;0
local;LLURIA;SABADO;4:30:00;0
local;LLURIA;SABADO;5:00:00;0
local;LLURIA;SABADO;5:30:00;0
local;LLURIA;SABADO;6:00:00;0
local;LLURIA;SABADO;6:30:00;0
local;LLURIA;SABADO;7:00:00;0
local;LLURIA;SABADO;7:30:00;0
local;LLURIA;SABADO;8:00:00;0
local;LLURIA;SABADO;8:30:00;0
local;LLURIA;SABADO;9:00:00;0.000146338
local;LLURIA;SABADO;9:30:00;0.000120906
local;LLURIA;SABADO;10:00:00;7.0621E-05
local;LLURIA;SABADO;10:30:00;0.000107333
local;LLURIA;SABADO;11:00:00;0.000122851
local;LLURIA;SABADO;11:30:00;0.000226247
local;LLURIA;SABADO;12:00:00;0.003587157
local;LLURIA;SABADO;12:30:00;0.00407633
local;LLURIA;SABADO;13:00:00;0.006643761
local;LLURIA;SABADO;13:30:00;0.009451521
local;LLURIA;SABADO;14:00:00;0.011911258
local;LLURIA;SABADO;14:30:00;0.015028384
local;LLURIA;SABADO;15:00:00;0.013947987
local;LLURIA;SABADO;15:30:00;0.012991312
local;LLURIA;SABADO;16:00:00;0.011826128
local;LLURIA;SABADO;16:30:00;0.011288195
local;LLURIA;SABADO;17:00:00;0.008457657
local;LLURIA;SABADO;17:30:00;0.006712316
local;LLURIA;SABADO;18:00:00;0.005852343
local;LLURIA;SABADO;18:30:00;0.006348607
local;LLURIA;SABADO;19:00:00;0.006767793
local;LLURIA;SABADO;19:30:00;0.007591639
local;LLURIA;SABADO;20:00:00;0.008110176
local;LLURIA;SABADO;20:30:00;0.008405672
local;LLURIA;SABADO;21:00:00;0.009252443
local;LLURIA;SABADO;21:30:00;0.009353092
local;LLURIA;SABADO;22:00:00;0.010329987
local;LLURIA;SABADO;22:30:00;0.009511135
local;LLURIA;SABADO;23:00:00;0.008504514
local;LLURIA;SABADO;23:30:00;0.004516047
local;LLURIA;DOMINGO;0:00:00;0
local;LLURIA;DOMINGO;0:30:00;0
local;LLURIA;DOMINGO;1:00:00;0
local;LLURIA;DOMINGO;1:30:00;0
local;LLURIA;DOMINGO;2:00:00;0
local;LLURIA;DOMINGO;2:30:00;0
local;LLURIA;DOMINGO;3:00:00;0
local;LLURIA;DOMINGO;3:30:00;0
local;LLURIA;DOMINGO;4:00:00;0
local;LLURIA;DOMINGO;4:30:00;0
local;LLURIA;DOMINGO;5:00:00;0
local;LLURIA;DOMINGO;5:30:00;0
local;LLURIA;DOMINGO;6:00:00;0
local;LLURIA;DOMINGO;6:30:00;0
local;LLURIA;DOMINGO;7:00:00;0
local;LLURIA;DOMINGO;7:30:00;0
local;LLURIA;DOMINGO;8:00:00;0
local;LLURIA;DOMINGO;8:30:00;0
local;LLURIA;DOMINGO;9:00:00;0.000139769
local;LLURIA;DOMINGO;9:30:00;0.000115479
local;LLURIA;DOMINGO;10:00:00;6.74512E-05
local;LLURIA;DOMINGO;10:30:00;0.000102515
local;LLURIA;DOMINGO;11:00:00;0.000117337
local;LLURIA;DOMINGO;11:30:00;0.000216092
local;LLURIA;DOMINGO;12:00:00;0.003426149
local;LLURIA;DOMINGO;12:30:00;0.003893365
local;LLURIA;DOMINGO;13:00:00;0.006345558
local;LLURIA;DOMINGO;13:30:00;0.009027293
local;LLURIA;DOMINGO;14:00:00;0.011376625
local;LLURIA;DOMINGO;14:30:00;0.01435384
local;LLURIA;DOMINGO;15:00:00;0.013321936
local;LLURIA;DOMINGO;15:30:00;0.012408201
local;LLURIA;DOMINGO;16:00:00;0.011295316
local;LLURIA;DOMINGO;16:30:00;0.010781528
local;LLURIA;DOMINGO;17:00:00;0.008078038
local;LLURIA;DOMINGO;17:30:00;0.006411036
local;LLURIA;DOMINGO;18:00:00;0.005589662
local;LLURIA;DOMINGO;18:30:00;0.006063652
local;LLURIA;DOMINGO;19:00:00;0.006464023
local;LLURIA;DOMINGO;19:30:00;0.007250891
local;LLURIA;DOMINGO;20:00:00;0.007746154
local;LLURIA;DOMINGO;20:30:00;0.008028387
local;LLURIA;DOMINGO;21:00:00;0.008837151
local;LLURIA;DOMINGO;21:30:00;0.008933281
local;LLURIA;DOMINGO;22:00:00;0.009866329
local;LLURIA;DOMINGO;22:30:00;0.009084231
local;LLURIA;DOMINGO;23:00:00;0.008122792
local;LLURIA;DOMINGO;23:30:00;0.004313346
local;ICARIA;LUNES;0:00:00;0
local;ICARIA;LUNES;0:30:00;0
local;ICARIA;LUNES;1:00:00;0
local;ICARIA;LUNES;1:30:00;0
local;ICARIA;LUNES;2:00:00;0
local;ICARIA;LUNES;2:30:00;0
local;ICARIA;LUNES;3:00:00;0
local;ICARIA;LUNES;3:30:00;0
local;ICARIA;LUNES;4:00:00;0
local;ICARIA;LUNES;4:30:00;0
local;ICARIA;LUNES;5:00:00;0
local;ICARIA;LUNES;5:30:00;0
local;ICARIA;LUNES;6:00:00;0
local;ICARIA;LUNES;6:30:00;0
local;ICARIA;LUNES;7:00:00;0
local;ICARIA;LUNES;7:30:00;0
local;ICARIA;LUNES;8:00:00;0
local;ICARIA;LUNES;8:30:00;0
local;ICARIA;LUNES;9:00:00;0
local;ICARIA;LUNES;9:30:00;0
local;ICARIA;LUNES;10:00:00;0
local;ICARIA;LUNES;10:30:00;0
local;ICARIA;LUNES;11:00:00;0
local;ICARIA;LUNES;11:30:00;0
local;ICARIA;LUNES;12:00:00;0
local;ICARIA;LUNES;12:30:00;0.003411961
local;ICARIA;LUNES;13:00:00;0.004490265
local;ICARIA;LUNES;13:30:00;0.0060866
local;ICARIA;LUNES;14:00:00;0.009251104
local;ICARIA;LUNES;14:30:00;0.010810452
local;ICARIA;LUNES;15:00:00;0.008301628
local;ICARIA;LUNES;15:30:00;0.007293288
local;ICARIA;LUNES;16:00:00;0.006054176
local;ICARIA;LUNES;16:30:00;0.005118847
local;ICARIA;LUNES;17:00:00;0.003860481
local;ICARIA;LUNES;17:30:00;0.003586208
local;ICARIA;LUNES;18:00:00;0.003148525
local;ICARIA;LUNES;18:30:00;0.002995441
local;ICARIA;LUNES;19:00:00;0.003845528
local;ICARIA;LUNES;19:30:00;0.00422968
local;ICARIA;LUNES;20:00:00;0.005304001
local;ICARIA;LUNES;20:30:00;0.005906079
local;ICARIA;LUNES;21:00:00;0.005265692
local;ICARIA;LUNES;21:30:00;0.006009677
local;ICARIA;LUNES;22:00:00;0.006403484
local;ICARIA;LUNES;22:30:00;0.006576542
local;ICARIA;LUNES;23:00:00;0.001588759
local;ICARIA;LUNES;23:30:00;0
local;ICARIA;MARTES;0:00:00;0
local;ICARIA;MARTES;0:30:00;0
local;ICARIA;MARTES;1:00:00;0
local;ICARIA;MARTES;1:30:00;0
local;ICARIA;MARTES;2:00:00;0
local;ICARIA;MARTES;2:30:00;0
local;ICARIA;MARTES;3:00:00;0
local;ICARIA;MARTES;3:30:00;0
local;ICARIA;MARTES;4:00:00;0
local;ICARIA;MARTES;4:30:00;0
local;ICARIA;MARTES;5:00:00;0
local;ICARIA;MARTES;5:30:00;0
local;ICARIA;MARTES;6:00:00;0
local;ICARIA;MARTES;6:30:00;0
local;ICARIA;MARTES;7:00:00;0
local;ICARIA;MARTES;7:30:00;0
local;ICARIA;MARTES;8:00:00;0
local;ICARIA;MARTES;8:30:00;0
local;ICARIA;MARTES;9:00:00;0
local;ICARIA;MARTES;9:30:00;0
local;ICARIA;MARTES;10:00:00;0
local;ICARIA;MARTES;10:30:00;0
local;ICARIA;MARTES;11:00:00;0
local;ICARIA;MARTES;11:30:00;0
local;ICARIA;MARTES;12:00:00;0
local;ICARIA;MARTES;12:30:00;0.00361592
local;ICARIA;MARTES;13:00:00;0.004758682
local;ICARIA;MARTES;13:30:00;0.006450443
local;ICARIA;MARTES;14:00:00;0.009804113
local;ICARIA;MARTES;14:30:00;0.011456675
local;ICARIA;MARTES;15:00:00;0.00879788
local;ICARIA;MARTES;15:30:00;0.007729263
local;ICARIA;MARTES;16:00:00;0.00641608
local;ICARIA;MARTES;16:30:00;0.005424839
local;ICARIA;MARTES;17:00:00;0.004091251
local;ICARIA;MARTES;17:30:00;0.003800583
local;ICARIA;MARTES;18:00:00;0.003336736
local;ICARIA;MARTES;18:30:00;0.003174501
local;ICARIA;MARTES;19:00:00;0.004075404
local;ICARIA;MARTES;19:30:00;0.00448252
local;ICARIA;MARTES;20:00:00;0.005621062
local;ICARIA;MARTES;20:30:00;0.00625913
local;ICARIA;MARTES;21:00:00;0.005580462
local;ICARIA;MARTES;21:30:00;0.00636892
local;ICARIA;MARTES;22:00:00;0.006786268
local;ICARIA;MARTES;22:30:00;0.006969672
local;ICARIA;MARTES;23:00:00;0.001683732
local;ICARIA;MARTES;23:30:00;0
local;ICARIA;MIERCOLES;0:00:00;0
local;ICARIA;MIERCOLES;0:30:00;0
local;ICARIA;MIERCOLES;1:00:00;0
local;ICARIA;MIERCOLES;1:30:00;0
local;ICARIA;MIERCOLES;2:00:00;0
local;ICARIA;MIERCOLES;2:30:00;0
local;ICARIA;MIERCOLES;3:00:00;0
local;ICARIA;MIERCOLES;3:30:00;0
local;ICARIA;MIERCOLES;4:00:00;0
local;ICARIA;MIERCOLES;4:30:00;0
local;ICARIA;MIERCOLES;5:00:00;0
local;ICARIA;MIERCOLES;5:30:00;0
local;ICARIA;MIERCOLES;6:00:00;0
local;ICARIA;MIERCOLES;6:30:00;0
local;ICARIA;MIERCOLES;7:00:00;0
local;ICARIA;MIERCOLES;7:30:00;0
local;ICARIA;MIERCOLES;8:00:00;0
local;ICARIA;MIERCOLES;8:30:00;0
local;ICARIA;MIERCOLES;9:00:00;0
local;ICARIA;MIERCOLES;9:30:00;0
local;ICARIA;MIERCOLES;10:00:00;0
local;ICARIA;MIERCOLES;10:30:00;0
local;ICARIA;MIERCOLES;11:00:00;0
local;ICARIA;MIERCOLES;11:30:00;0
local;ICARIA;MIERCOLES;12:00:00;0
local;ICARIA;MIERCOLES;12:30:00;0.004038768
local;ICARIA;MIERCOLES;13:00:00;0.005315166
local;ICARIA;MIERCOLES;13:30:00;0.007204762
local;ICARIA;MIERCOLES;14:00:00;0.010950613
local;ICARIA;MIERCOLES;14:30:00;0.012796427
local;ICARIA;MIERCOLES;15:00:00;0.00982671
local;ICARIA;MIERCOLES;15:30:00;0.008633128
local;ICARIA;MIERCOLES;16:00:00;0.007166381
local;ICARIA;MIERCOLES;16:30:00;0.006059224
local;ICARIA;MIERCOLES;17:00:00;0.004569685
local;ICARIA;MIERCOLES;17:30:00;0.004245026
local;ICARIA;MIERCOLES;18:00:00;0.003726936
local;ICARIA;MIERCOLES;18:30:00;0.00354573
